start_time,end_time,funding_rate
2020-10-14 11:00:00.000000,2020-10-14 12:00:00.000000,0.00002734855136084284460052677788
2020-10-14 10:00:00.000000,2020-10-14 11:00:00.000000,0.00002726954390265254311476844962
2020-10-14 09:00:00.000000,2020-10-14 10:00:00.000000,0.00004150118099903770448779634328
2020-10-14 08:00:00.000000,2020-10-14 09:00:00.000000,0.00003430676137858458300447250723
2020-10-14 07:00:00.000000,2020-10-14 08:00:00.000000,0.00002731018762055058741013501666
2020-10-14 06:00:00.000000,2020-10-14 07:00:00.000000,0.000008694507808387436392349535006
2020-10-14 05:00:00.000000,2020-10-14 06:00:00.000000,0.00002068269568269568269568269568
2020-10-14 04:00:00.000000,2020-10-14 05:00:00.000000,0.00004147578247945445007868508481
2020-10-14 03:00:00.000000,2020-10-14 04:00:00.000000,0.00003421973407977606717984604619
2020-10-14 02:00:00.000000,2020-10-14 03:00:00.000000,0.00004142507858889276982186517639
2020-10-14 01:00:00.000000,2020-10-14 02:00:00.000000,0.00002720524017467248908296943231
2020-10-14 00:00:00.000000,2020-10-14 01:00:00.000000,0.00003421674101285751771188664393
2020-10-13 23:00:00.000000,2020-10-14 00:00:00.000000,0.00006478097403165165690303401242
2020-10-13 22:00:00.000000,2020-10-13 23:00:00.000000,0.00003419281531334673542522506774
2020-10-13 21:00:00.000000,2020-10-13 22:00:00.000000,0.0008461888908358156649728403715
2020-10-13 20:00:00.000000,2020-10-13 21:00:00.000000,0.00002732456140350877192982456140
2020-10-13 19:00:00.000000,2020-10-13 20:00:00.000000,0.00003438516304825525182385514635
2020-10-13 18:00:00.000000,2020-10-13 19:00:00.000000,0.00002070813565278509927956422421
2020-10-13 17:00:00.000000,2020-10-13 18:00:00.000000,0.00001445645487301168819755690307
2020-10-13 16:00:00.000000,2020-10-13 17:00:00.000000,0.000008696796840719613865730583589
2020-10-13 15:00:00.000000,2020-10-13 16:00:00.000000,0.000003660682858148539246744104189
2020-10-13 14:00:00.000000,2020-10-13 15:00:00.000000,0.0007402948402948402948402948403
2020-10-13 13:00:00.000000,2020-10-13 14:00:00.000000,0.00001432926829268292682926829268
2020-10-13 12:00:00.000000,2020-10-13 13:00:00.000000,0.00004121633362293657688966116421
2020-10-13 11:00:00.000000,2020-10-13 12:00:00.000000,0.00002707989220203425193427801443
2020-10-13 10:00:00.000000,2020-10-13 11:00:00.000000,0.00003407962366059761303249411970
2020-10-13 09:00:00.000000,2020-10-13 10:00:00.000000,0.00003410339116031732194228925116
2020-10-13 08:00:00.000000,2020-10-13 09:00:00.000000,0.00001435678128818292895793332170
2020-10-13 07:00:00.000000,2020-10-13 08:00:00.000000,0.00001432427725531173807035876001
2020-10-13 06:00:00.000000,2020-10-13 07:00:00.000000,0.00001430186054599200139106242393
2020-10-13 05:00:00.000000,2020-10-13 06:00:00.000000,0.000008637671053778436328771899242
2020-10-13 04:00:00.000000,2020-10-13 05:00:00.000000,0.000003628117913832199546485260771
2020-10-13 03:00:00.000000,2020-10-13 04:00:00.000000,-0.000003620854730611889633562538080
2020-10-13 02:00:00.000000,2020-10-13 03:00:00.000000,0.00001432427725531173807035876001
2020-10-13 01:00:00.000000,2020-10-13 02:00:00.000000,0.00002048140424052832811956899548
2020-10-13 00:00:00.000000,2020-10-13 01:00:00.000000,0.00002693937559456888350774020583
2020-10-12 23:00:00.000000,2020-10-13 00:00:00.000000,0.00004062687334075533099254945620
2020-10-12 22:00:00.000000,2020-10-12 23:00:00.000000,0.00002025958397799553034210073921
2020-10-12 21:00:00.000000,2020-10-12 22:00:00.000000,0.00003384375811056319750843498573
2020-10-12 20:00:00.000000,2020-10-12 21:00:00.000000,0.00002039103728696254001211177437
2020-10-12 19:00:00.000000,2020-10-12 20:00:00.000000,0.00002695802682821289485071397663
2020-10-12 18:00:00.000000,2020-10-12 19:00:00.000000,0.00001424242424242424242424242424
2020-10-12 17:00:00.000000,2020-10-12 18:00:00.000000,0.00002038574641065559591766130427
2020-10-12 16:00:00.000000,2020-10-12 17:00:00.000000,0.00003397307859313938341293964394
2020-10-12 15:00:00.000000,2020-10-12 16:00:00.000000,0.00001433426280934123387940048797
2020-10-12 14:00:00.000000,2020-10-12 15:00:00.000000,0.0016
2020-10-12 13:00:00.000000,2020-10-12 14:00:00.000000,0.00001459497826279833200248425162
2020-10-12 12:00:00.000000,2020-10-12 13:00:00.000000,0.000008804193319118692253020611230
2020-10-12 11:00:00.000000,2020-10-12 12:00:00.000000,-0.00002081787670022964140611199435
2020-10-12 10:00:00.000000,2020-10-12 11:00:00.000000,0
2020-10-12 09:00:00.000000,2020-10-12 10:00:00.000000,0
2020-10-12 08:00:00.000000,2020-10-12 09:00:00.000000,0
2020-10-12 07:00:00.000000,2020-10-12 08:00:00.000000,0
2020-10-12 06:00:00.000000,2020-10-12 07:00:00.000000,0.000003649442933590665847881393105
2020-10-12 05:00:00.000000,2020-10-12 06:00:00.000000,0.000003654572608275498550469999121
2020-10-12 04:00:00.000000,2020-10-12 05:00:00.000000,0.00001443742320519571704405827629
2020-10-12 03:00:00.000000,2020-10-12 04:00:00.000000,0.00002736056214317083882301273606
2020-10-12 02:00:00.000000,2020-10-12 03:00:00.000000,0.00003437609841827768014059753954
2020-10-12 01:00:00.000000,2020-10-12 02:00:00.000000,0.00004174953797412655108686086421
2020-10-12 00:00:00.000000,2020-10-12 01:00:00.000000,0.00002073363828289936664320900774
2020-10-11 23:00:00.000000,2020-10-12 00:00:00.000000,0.000003669724770642201834862385321
2020-10-11 22:00:00.000000,2020-10-11 23:00:00.000000,-0.000008755190387843449067938863857
2020-10-11 21:00:00.000000,2020-10-11 22:00:00.000000,0.000003665521191294387170675830470
2020-10-11 20:00:00.000000,2020-10-11 21:00:00.000000,0.000003655214831737105702486600474
2020-10-11 19:00:00.000000,2020-10-11 20:00:00.000000,0.000008683841570276901507185418857
2020-10-11 18:00:00.000000,2020-10-11 19:00:00.000000,0.000003645285664213109008061689450
2020-10-11 17:00:00.000000,2020-10-11 18:00:00.000000,0.00001442349846558526961858833845
2020-10-11 16:00:00.000000,2020-10-11 17:00:00.000000,0.000008684602576461309262991849969
2020-10-11 15:00:00.000000,2020-10-11 16:00:00.000000,0.0007015899508081517919887561490
2020-10-11 14:00:00.000000,2020-10-11 15:00:00.000000,0.000008718219407055511568575701592
2020-10-11 13:00:00.000000,2020-10-11 14:00:00.000000,0.000003659716723849740476818861617
2020-10-11 12:00:00.000000,2020-10-11 13:00:00.000000,0
2020-10-11 11:00:00.000000,2020-10-11 12:00:00.000000,-0.000003660682858148539246744104189
2020-10-11 10:00:00.000000,2020-10-11 11:00:00.000000,0.000003666490393090075797637934074
2020-10-11 09:00:00.000000,2020-10-11 10:00:00.000000,0.000003664229719016999911917554831
2020-10-11 08:00:00.000000,2020-10-11 09:00:00.000000,0.000008725895923219159989433829356
2020-10-11 07:00:00.000000,2020-10-11 08:00:00.000000,0.00001449466913384439157635033924
2020-10-11 06:00:00.000000,2020-10-11 07:00:00.000000,0
2020-10-11 05:00:00.000000,2020-10-11 06:00:00.000000,0.000008751324620275521017308371600
2020-10-11 04:00:00.000000,2020-10-11 05:00:00.000000,0.00001451001146687836288259680692
2020-10-11 03:00:00.000000,2020-10-11 04:00:00.000000,0.00002075189293889769325585490403
2020-10-11 02:00:00.000000,2020-10-11 03:00:00.000000,0.0008390482916924163503134104352
2020-10-11 01:00:00.000000,2020-10-11 02:00:00.000000,0.00004199344958838629724705674073
2020-10-11 00:00:00.000000,2020-10-11 01:00:00.000000,0.0007728663659679844344211550367
2020-10-10 23:00:00.000000,2020-10-11 00:00:00.000000,0.00004178631198802078745705980798
2020-10-10 22:00:00.000000,2020-10-10 23:00:00.000000,0.00004176423980984241570560788802
2020-10-10 21:00:00.000000,2020-10-10 22:00:00.000000,0.00003444571629831821783921810337
2020-10-10 20:00:00.000000,2020-10-10 21:00:00.000000,0.00003443358859255347240559809876
2020-10-10 19:00:00.000000,2020-10-10 20:00:00.000000,0.00003444571629831821783921810337
2020-10-10 18:00:00.000000,2020-10-10 19:00:00.000000,0.00004180103973918406908097629747
2020-10-10 17:00:00.000000,2020-10-10 18:00:00.000000,0.00004944424841213832039520112915
2020-10-10 16:00:00.000000,2020-10-10 17:00:00.000000,0.00003441844096427942987858525427
2020-10-10 15:00:00.000000,2020-10-10 16:00:00.000000,0.00002078299973547306234018164183
2020-10-10 14:00:00.000000,2020-10-10 15:00:00.000000,0.00002748125275694750771945302161
2020-10-10 13:00:00.000000,2020-10-10 14:00:00.000000,0.00003457051961823966065747613998
2020-10-10 12:00:00.000000,2020-10-10 13:00:00.000000,0.00002752496244587788283113899443
2020-10-10 11:00:00.000000,2020-10-10 12:00:00.000000,-0.000003682719546742209631728045326
2020-10-10 10:00:00.000000,2020-10-10 11:00:00.000000,0.00002075554772807326523423740754
2020-10-10 09:00:00.000000,2020-10-10 10:00:00.000000,0.00002071359521926355567273046841
2020-10-10 08:00:00.000000,2020-10-10 09:00:00.000000,0.00002739183960604994723883221949
2020-10-10 07:00:00.000000,2020-10-10 08:00:00.000000,0.00002070995518847201476144451278
2020-10-10 06:00:00.000000,2020-10-10 07:00:00.000000,0.00004165788549350193185809624166
2020-10-10 05:00:00.000000,2020-10-10 06:00:00.000000,0.00001442855889834225067976493290
2020-10-10 04:00:00.000000,2020-10-10 05:00:00.000000,0.0007922295225580376697328077092
2020-10-10 03:00:00.000000,2020-10-10 04:00:00.000000,0.0007565324641000792881684433090
2020-10-10 02:00:00.000000,2020-10-10 03:00:00.000000,0.00006689237992054893463344167570
2020-10-10 01:00:00.000000,2020-10-10 02:00:00.000000,0.00005865619073421836900568951504
2020-10-10 00:00:00.000000,2020-10-10 01:00:00.000000,0.00005062776623611236563996025653
